,Date Time,Actual Conductivity (ÂµS/cm),Specific Conductivity (ÂµS/cm),Salinity (psu),Resistivity (â„¦-cm),Density (g/cmÂ³),Total Dissolved Solids (mg/L),pH (pH),pH MV (mV),ORP (mV),DO (mg/L),% Saturation Oâ‚‚ (% sat),Partial Pressure Oâ‚‚ (psi),Temperature (C),External Voltage (V),Pressure (psi),Depth (m),Level: Depth to Water (m),station_id,easting,northing
20615,2023-05-15 04:00:00.000,478.6420593261719,484.26177978515625,0.2616085112094879,2089.243896484375,0.9985302686691284,314.7701621055603,3.907894372940064,175.9457550048828,247.12977600097656,0.9727779626846312,10.574248313903809,0.3061145897878591,19.392423629760746,15.812999725341797,9.281566619873049,6.726507444763184,7.708659704589844,FEX_004,1383210.914,3875906.773
20616,2023-05-15 05:00:00.000,478.7768249511719,484.38568115234375,0.2616769075393677,2088.65576171875,0.9985300302505492,314.85068798065186,3.906474351882935,176.02444458007812,246.5575714111328,0.97081059217453,10.550342559814451,0.3055198311186241,19.39375114440918,15.812999725341797,9.28125,6.726639994812012,7.708882365417481,FEX_004,1383210.914,3875906.773
20617,2023-05-15 06:00:00.000,478.9474182128906,484.5615539550781,0.2617749869823456,2087.911865234375,0.9985302090644836,314.96500968933105,3.9076008796691895,175.9624481201172,245.90667724609372,0.9699922800064088,10.539714813232422,0.3052675031119534,19.393404006958008,15.821999549865724,9.281725883483888,6.726622554016114,7.708547502136231,FEX_004,1383210.914,3875906.773
20618,2023-05-15 07:00:00.000,479.1304931640625,484.7495422363281,0.2618798315525055,2087.114013671875,0.9985303282737732,315.0871992111206,3.907119035720825,175.98867797851562,245.29872131347656,0.9656122326850892,10.495135307312012,0.3039252022073599,19.393104553222656,15.803999900817873,9.284985542297363,6.728914274597169,7.70625287475586,FEX_004,1383210.914,3875906.773
20619,2023-05-15 08:00:00.000,479.3239440917969,484.9394836425781,0.2619853615760803,2086.271728515625,0.9985302686691284,315.2106702327728,3.908299684524536,175.92430114746094,244.68597412109372,0.9645652770996094,10.483001708984377,0.3036083491918944,19.393722534179688,15.821999549865724,9.274846076965332,6.722132711791993,7.713391973876954,FEX_004,1383210.914,3875906.773
20620,2023-05-15 09:00:00.000,479.5146484375,485.1421813964844,0.2620987296104431,2085.442138671875,0.9985305666923524,315.3424263000488,3.907244920730591,175.9815216064453,244.13284301757807,0.9637413620948792,10.472755432128906,0.3033504888895282,19.39268112182617,15.812999725341797,9.282062530517578,6.726854516601563,7.708310888671876,FEX_004,1383210.914,3875906.773
20621,2023-05-15 10:00:00.000,479.6619262695313,485.29010009765625,0.2621810734272003,2084.8017578125,0.9985306262969972,315.43856859207153,3.907767772674561,175.95291137695312,243.63217163085935,0.9628866314888,10.461121559143066,0.3030891985638309,19.392797470092773,15.831000328063965,9.28287124633789,6.7274701766967775,7.70774115600586,FEX_004,1383210.914,3875906.773
20622,2023-05-15 11:00:00.000,479.7937622070313,485.420166015625,0.2622533142566681,2084.228759765625,0.9985305666923524,315.5231177806854,3.9071199893951416,175.98867797851562,243.14341735839844,0.9612997174263,10.440282821655272,0.3026058603299027,19.39315223693848,15.821999549865724,9.282462120056152,6.727492849731446,7.708029510498047,FEX_004,1383210.914,3875906.773
20623,2023-05-15 12:00:00.000,479.9428405761719,485.5657653808594,0.2623341381549835,2083.58154296875,0.9985305666923524,315.6177401542664,3.907082557678223,175.99105834960938,242.85015869140625,0.9643625617027284,10.46651554107666,0.3035469038277033,19.393709182739254,15.812999725341797,9.238764762878418,6.696373818969727,7.738796818542481,FEX_004,1383210.914,3875906.773
20624,2023-05-15 13:00:00.000,480.7018737792969,486.3072204589844,0.2627457976341247,2080.29150390625,0.9985302686691284,316.0996735095978,3.9014194011688232,176.3033905029297,242.79293823242188,0.973699688911438,10.564457893371582,0.3064221854285276,19.39652633666992,15.821999549865724,9.211328506469728,6.677055230712891,7.758114825439454,FEX_004,1383210.914,3875906.773
20625,2023-05-15 14:00:00.000,481.0151672363281,486.61273193359375,0.2629153728485107,2078.9365234375,0.9985301494598388,316.29830598831177,3.899216651916504,176.42498779296875,242.10153198242188,0.9815560579299928,10.644174575805664,0.308834764258368,19.397743225097656,15.821999549865724,9.190951347351074,6.662749127197266,7.772462205505372,FEX_004,1383210.914,3875906.773
20626,2023-05-15 15:00:00.000,480.88665771484375,486.472412109375,0.2628366947174072,2079.4921875,0.9985299110412598,316.20708107948303,3.897055387496948,176.544189453125,240.909423828125,0.9843069314956664,10.670162200927734,0.3096834921819967,19.398839950561523,15.821999549865724,9.171454429626465,6.648984851074219,7.786189855957032,FEX_004,1383210.914,3875906.773
20627,2023-05-15 16:00:00.000,480.7864379882813,486.368408203125,0.2627786695957184,2079.925537109375,0.9985297918319702,316.13948941230774,3.900404930114746,176.36061096191406,240.2728576660156,0.995258331298828,10.786117553710938,0.3130380549999059,19.399118423461918,15.84000015258789,9.157842636108398,6.639398808288575,7.7957741546630865,FEX_004,1383210.914,3875906.773
20628,2023-05-15 17:00:00.000,480.4444580078125,486.0121765136719,0.2625797092914581,2081.406005859375,0.9985294342041016,315.90792536735535,3.901112794876098,176.3224639892578,239.6553497314453,1.007778882980347,10.931267738342283,0.316877394448624,19.40021514892578,15.812999725341797,9.151659965515137,6.635150811767579,7.800127377319336,FEX_004,1383210.914,3875906.773
